created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,sanitized_tweet,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,sentiment_score,sentiment
Sat Oct 07 23:44:35 +0000 2023,1710803337225101569,@KeretaCepatID nyerah banget daftarny ð¤¬,0,0,0,0,in,37578976,1709864346925547659,MayaAncela,https://twitter.com/MayaAncela/status/1710803337225101569,"['@keretacepatid', 'nyerah', 'banget', 'daftarny', '']",1,3,4,4,4,2,0,8,-2.0,negative
Sat Oct 07 23:42:39 +0000 2023,1710802849104589173,KCIC buka tahap kedua naik kereta cepat gratis pada 8-10 Oktober https://t.co/NOKHztN99R,0,0,0,0,in,274921797,1710802849104589173,24hourindonesia,https://twitter.com/24hourindonesia/status/1710802849104589173,"['kcic', 'buka', 'tahap', 'kereta', 'cepat', 'gratis', '810', 'oktober']",0,1,1,3,5,4,6,2,-6.0,negative
Sat Oct 07 23:41:25 +0000 2023,1710802539502084260,@shalpnly @capeTapiGimana @nabunhee @KeretaCepatID @bangsoeg Makasih kak infonya,0,0,0,0,in,148662926,1710669401681522823,iwan_v,https://twitter.com/iwan_v/status/1710802539502084260,"['shalpnly', 'capetapigimana', 'nabunhee', '@keretacepatid', 'bangsoeg', 'terima', 'kasih', 'kak', 'info']",1,0,3,2,2,2,4,0,-2.0,negative
Sat Oct 07 23:40:50 +0000 2023,1710802393955549520,"@KeretaCepatID Min,knp yg utk tgl 10 network busy melulu?",0,0,0,0,in,60079940,1710669401681522823,samandjamie,https://twitter.com/samandjamie/status/1710802393955549520,"['@keretacepatid', 'minkenapa', 'tanggal', '10', 'network', 'busy', 'melulu']",1,3,4,4,4,7,0,8,-7.0,negative
Sat Oct 07 23:33:42 +0000 2023,1710800597195358496,"@KeretaCepatID min, kalau jam segini masih belum ada email qrcode berarti mending gak usah datang ke halim yah?",0,0,0,0,in,1636890951196246017,1710669401681522823,poyyols,https://twitter.com/poyyols/status/1710800597195358496,"['@keretacepatid', 'min', 'jam', 'gin', 'email', 'qrcode', 'arti', 'mending', 'halim', 'ya']",2,2,0,5,0,7,1,1,2.0,positive
Sat Oct 07 23:29:33 +0000 2023,1710799553748935144,@radm171615 @KeretaCepatID udah bisa di geser blm kak?,0,1,0,0,in,1607706143853510658,1710669401681522823,lopyuuuh,https://twitter.com/lopyuuuh/status/1710799553748935144,"['radm171615', '@keretacepatid', 'geser', 'kak']",1,0,3,2,2,2,4,0,-5.0,negative
Sat Oct 07 23:28:13 +0000 2023,1710799217562996808,@KeretaCepatID Udh hari-H tapi masih blm dpt email QR codenya nih min @KeretaCepatID,0,0,0,0,in,1704413260680921088,1710669401681522823,varoliko99,https://twitter.com/varoliko99/status/1710799217562996808,"['@keretacepatid', 'harih', 'email', 'qr', 'codenya', 'nih', 'min', '@keretacepatid']",2,2,0,5,0,7,2,1,0.0,neutral
Sat Oct 07 23:27:35 +0000 2023,1710799060784009715,"@KeretaCepatID Jaringan sibuk pas milih tempat duduk,utk tgl 10",0,0,0,0,in,1643012743673556992,1710669401681522823,HariPra22599288,https://twitter.com/HariPra22599288/status/1710799060784009715,"['@keretacepatid', 'jaring', 'sibuk', 'pas', 'pilih', 'dudukuntuk', 'tanggal', '10']",1,3,4,4,4,7,0,8,-3.0,negative
Sat Oct 07 23:27:33 +0000 2023,1710799050524762447,"@KeretaCepatID bikin  sesi buat 50+ dong, war tiket kalah terus sama yg muda2",0,0,0,0,in,1704442753692897280,1710669401681522823,Mimir3n33,https://twitter.com/Mimir3n33/status/1710799050524762447,"['@keretacepatid', 'bikin', 'sesi', '50', 'war', 'tiket', 'kalah', 'muda2']",1,3,4,4,4,0,8,4,-4.0,negative
Sat Oct 07 23:26:03 +0000 2023,1710798674065051981,"@Ario_Kamandanu @KeretaCepatID Kak saya udah berhasil pilih kursi terus klik konfirmasi, tapi kok balik lagi yað¤",0,0,0,0,in,307484536,1710669401681522823,reododdyleonard,https://twitter.com/reododdyleonard/status/1710798674065051981,"['ario kamandanu', '@keretacepatid', 'kak', 'hasil', 'pilih', 'kursi', 'klik', 'konfirmasi', 'ya']",1,0,3,2,2,2,4,0,8.0,positive
Sat Oct 07 23:24:46 +0000 2023,1710798350856101918,"@KeretaCepatID tolong jawab dong min, kesulitan saat login di minta lengkapi puzzle, nga bisa di terapkan. bikin sistem yg simple sedikit, rumit buat lansia yg ga familiar dgn gadget",0,0,0,1,in,1704442753692897280,1710669401681522823,Mimir3n33,https://twitter.com/Mimir3n33/status/1710798350856101918,"['@keretacepatid', 'tolong', 'min', 'sulit', 'login', 'lengkap', 'puzzle', 'terap', 'bikin', 'sistem', 'simple', 'rumit', 'lansia', 'familiar', 'gadget']",1,3,4,4,4,2,0,8,-9.0,negative
Sat Oct 07 23:24:29 +0000 2023,1710798277065773421,"@KeretaCepatID Eror terus website nya, gimana sih",0,0,0,0,in,821683971985522688,1710669401681522823,xparientMaveric,https://twitter.com/xparientMaveric/status/1710798277065773421,"['@keretacepatid', 'eror', 'website', 'nya', 'sih']",1,3,4,4,4,2,0,8,-4.0,negative
Sat Oct 07 23:21:23 +0000 2023,1710797497554321622,@EdoSriputra @KeretaCepatID aku jam 8.45,0,1,0,0,in,1218956702080352256,1710668434516959451,leon10ie,https://twitter.com/leon10ie/status/1710797497554321622,"['edosriputra', '@keretacepatid', 'jam', '845']",1,3,4,4,4,2,1,8,0.0,neutral
Sat Oct 07 23:19:34 +0000 2023,1710797041516126383,@nickgaltzne @sahasihurang @KeretaCepatID hadeh developer nya ga styling buat mobile screen nya,0,0,0,0,in,982877936284876805,1710669401681522823,whosppam,https://twitter.com/whosppam/status/1710797041516126383,"['nickgaltzne', 'sahasihurang', '@keretacepatid', 'hadeh', 'developer', 'nya', 'styling', 'mobile', 'screen', 'nya']",1,3,4,4,4,2,0,8,-4.0,negative
Sat Oct 07 23:14:23 +0000 2023,1710795739486732684,"@KeretaCepatID Min kenapa gabisa mesen yg buat tgl 10 sih, kaya gini terus dari semalem tolong pencerahannya min. https://t.co/gg4oo8HO6G",0,0,0,0,in,1243430636032888842,1710669401681522823,_fatihkemalpsha,https://twitter.com/_fatihkemalpsha/status/1710795739486732684,"['@keretacepatid', 'min', 'mesen', 'tanggal', '10', 'sih', 'kayak', 'semalem', 'tolong', 'cerah', 'min']",2,2,0,5,0,3,2,1,-9.0,negative
Sat Oct 07 23:07:31 +0000 2023,1710794009478926811,ni webnya kcic kenapa dah. seat masih available tp abis pilih seat tibatiba the network is busy,0,1,0,0,in,1141968712284569600,1710794009478926811,sampisz,https://twitter.com/sampisz/status/1710794009478926811,"['nih', 'webnya', 'kcic', 'deh', 'seat', 'available', 'habis', 'pilih', 'seat', 'tibatiba', 'the', 'network', 'is', 'busy']",1,3,2,0,1,5,5,6,-5.0,negative
Sat Oct 07 23:04:36 +0000 2023,1710793273286275321,@MVRRFX @KeretaCepatID okee makasih kakk,0,0,0,0,in,904016582103498753,1710669401681522823,jongrade,https://twitter.com/jongrade/status/1710793273286275321,"['mvrrfx', '@keretacepatid', 'okee', 'terima', 'kasih', 'kak']",1,0,3,2,2,2,4,0,1.0,positive
Sat Oct 07 23:01:59 +0000 2023,1710792616789561394,@TBPriangga_ @KeretaCepatID Makasih kak ternyata udah ada di aplikasi,0,0,0,0,in,325317921,1710669401681522823,Ica_5w33t,https://twitter.com/Ica_5w33t/status/1710792616789561394,"['tbpriangga', '@keretacepatid', 'terima', 'kasih', 'kak', 'nyata', 'aplikasi']",1,0,3,2,2,2,4,0,-5.0,negative
Sat Oct 07 23:01:39 +0000 2023,1710792532161077726,"@leon10ie @KeretaCepatID Sippp, bener kak saya jg bisa liat qr codenya. Thank you ya kakk ð Btw nanti keretanya jam brp kak?",0,1,0,0,in,635419429,1710668434516959451,EdoSriputra,https://twitter.com/EdoSriputra/status/1710792532161077726,"['leon10ie', '@keretacepatid', 'sippp', 'kak', 'lihat', 'qr', 'codenya', 'thank', 'you', 'ya', 'kak', '', 'btw', 'kereta', 'jam', 'kak']",1,0,3,2,2,2,4,0,7.0,positive
Sat Oct 07 23:01:11 +0000 2023,1710792414716375539,"@xvkyzz @_23Ahmad @KeretaCepatID Dari Halim dulu kak, dilihat dari jam keberangkatan paling awal",0,0,0,0,in,1120611295,1710669401681522823,topoesko,https://twitter.com/topoesko/status/1710792414716375539,"['xvkyzz', '23ahmad', '@keretacepatid', 'halim', 'kak', 'lihat', 'jam', 'berangkat']",1,0,3,2,2,2,1,0,-1.0,negative
Sat Oct 07 23:00:33 +0000 2023,1710792256595361947,@xvkyzz @whoopski1 @KeretaCepatID Sudah terjawab ya kak ðð½,0,0,0,1,in,1120611295,1710669401681522823,topoesko,https://twitter.com/topoesko/status/1710792256595361947,"['xvkyzz', 'whoopski1', '@keretacepatid', 'ya', 'kak', '']",1,0,3,2,2,2,4,0,4.0,positive
Sat Oct 07 23:00:12 +0000 2023,1710792166996689046,"@xvkyzz @keepithaIaI @KeretaCepatID Aku juga busy gitu kak, tapi terus aku ulangiÂ² terus akhirnya berhasil direct ke payment.",0,0,0,0,in,1120611295,1710669401681522823,topoesko,https://twitter.com/topoesko/status/1710792166996689046,"['xvkyzz', 'keepithaiai', '@keretacepatid', 'busy', 'kak', 'ulang', 'hasil', 'direct', 'payment']",1,0,3,2,2,2,4,0,3.0,positive
Sat Oct 07 22:58:13 +0000 2023,1710791669447364931,@myimaji @KeretaCepatID Masih begini ð¥²,0,0,0,0,in,44029493,1710669401681522823,helenamantra,https://twitter.com/helenamantra/status/1710791669447364931,"['myimaji', '@keretacepatid', '']",1,3,4,4,4,2,0,8,0.0,neutral
Sat Oct 07 22:51:26 +0000 2023,1710789962071949641,@KeretaCepatID @keretacepat_id ini gimana min ko GK bisa gerak verifikasi gambar nya?? https://t.co/ECS7glPAFU,0,0,0,0,in,1708862258024255488,1710669401681522823,Adi_0608,https://twitter.com/Adi_0608/status/1710789962071949641,"['@keretacepatid', 'keretacepat id', 'min', 'gerak', 'verifikasi', 'gambar', 'nya']",2,2,0,5,0,3,2,1,-3.0,negative
Sat Oct 07 22:49:24 +0000 2023,1710789450845085918,"@KeretaCepatID Buka link nya aja ga bisað­ð­ padahal pengen nyobain pisan buat berdua sama suami ( kami sudah lansia min, suami saya 63 th saya 58 th)",0,0,0,0,in,272381338,1710669401681522823,ernibudiati,https://twitter.com/ernibudiati/status/1710789450845085918,"['@keretacepatid', 'buka', 'link', 'nya', 'pengin', 'coba', 'pis', 'suami', 'lansia', 'min', 'suami', '63', '58']",1,3,4,4,4,2,3,8,-4.0,negative
Sat Oct 07 22:47:07 +0000 2023,1710788875290046837,@KeretaCepatID MINNNN WEBNYAA BUSY GIMANAAð­,0,0,0,0,in,1015456204082954241,1710788875290046837,nazellnut,https://twitter.com/nazellnut/status/1710788875290046837,"['@keretacepatid', 'minnnn', 'webnyaa', 'busy', 'gimanaa']",1,3,4,4,4,2,0,8,0.0,neutral
Sat Oct 07 22:43:43 +0000 2023,1710788019920449578,@leon10ie @KeretaCepatID Dimana donwload nya ya?,0,1,0,0,in,635419429,1710668434516959451,EdoSriputra,https://twitter.com/EdoSriputra/status/1710788019920449578,"['leon10ie', '@keretacepatid', 'donwload', 'nya', 'ya']",1,3,4,4,4,2,0,8,4.0,positive
Sat Oct 07 22:38:48 +0000 2023,1710786783745835062,@KeretaCepatID Batal berangkat soalnya percuma ga punya tiket baliknya ðð https://t.co/jiNsbXQtj4,0,2,0,0,in,84098412,1710669401681522823,yusufyus22,https://twitter.com/yusufyus22/status/1710786783745835062,"['@keretacepatid', 'batal', 'berangkat', 'tiket', '', '']",1,2,4,4,4,0,8,4,-9.0,negative
Sat Oct 07 22:36:19 +0000 2023,1710786156269572558,"@debbymrt @KeretaCepatID Kalo rute Padalarang - Halim,  itu berangkatnya bisa dari stasiun bandung ga sih pake feeder?",0,1,0,0,in,35686320,1710669401681522823,budibhaique,https://twitter.com/budibhaique/status/1710786156269572558,"['debbymrt', '@keretacepatid', 'kalo', 'rute', 'padalarang', 'halim', 'berangkat', 'stasiun', 'bandung', 'sih', 'pakai', 'feeder']",1,0,3,2,3,6,0,3,-9.0,negative
Sat Oct 07 22:22:49 +0000 2023,1710782761550881096,@Kecyy36 @KeretaCepatID Uda bisa jalan belum bang yg sama belum,0,0,0,0,in,1708862258024255488,1710669401681522823,Adi_0608,https://twitter.com/Adi_0608/status/1710782761550881096,"['kecyy36', '@keretacepatid', 'jalan', 'bang']",1,3,4,4,4,2,0,8,0.0,neutral
Sat Oct 07 22:22:37 +0000 2023,1710782709633806521,@radm171615 @KeretaCepatID Itu di bawah gambar puzzle nya ada tanda panah di geser aja sampai sesuai sama gambar yg hitam,0,1,0,0,in,161818415,1710669401681522823,Ario_Kamandanu,https://twitter.com/Ario_Kamandanu/status/1710782709633806521,"['radm171615', '@keretacepatid', 'gambar', 'puzzle', 'nya', 'tanda', 'panah', 'geser', 'sesuai', 'gambar', 'hitam']",1,3,4,4,4,2,0,8,-14.0,negative
Sat Oct 07 22:20:36 +0000 2023,1710782203775594976,"@mshopeethread @KeretaCepatID Itu nomor 6 ganti sama nomor yang lain. Yang pojok kiri atas, buat ganti gerbong trus cari kursi yang kosong",0,0,0,0,in,161818415,1710669401681522823,Ario_Kamandanu,https://twitter.com/Ario_Kamandanu/status/1710782203775594976,"['mshopeethread', '@keretacepatid', 'nomor', '6', 'ganti', 'nomor', 'pojok', 'kiri', 'ganti', 'gerbong', 'cari', 'kursi', 'kosong']",1,3,4,4,4,2,0,8,-19.0,negative
Sat Oct 07 22:17:03 +0000 2023,1710781309524885827,"@rizoufootball @KeretaCepatID Isi aja bang bikin akun, klo udah selesai baru login buat lanjut pesen tiket sama tempat duduk, itu bisa pesan tiket 1 kali jalan atau pergi - pulang",0,1,0,0,in,161818415,1710669401681522823,Ario_Kamandanu,https://twitter.com/Ario_Kamandanu/status/1710781309524885827,"['rizoufootball', '@keretacepatid', 'isi', 'bang', 'bikin', 'akun', 'kalo', 'selesai', 'login', 'pesan', 'tiket', 'duduk', 'pesan', 'tiket', '1', 'kali', 'jalan', 'pergi', 'pulang']",1,3,4,4,4,0,8,4,-18.0,negative
Sat Oct 07 22:14:06 +0000 2023,1710780565149077973,@HariPra22599288 @KeretaCepatID Pilih sebelah kiri atas yang gerbong pilih aja antara 4 sampai 7,0,0,0,0,in,161818415,1710669401681522823,Ario_Kamandanu,https://twitter.com/Ario_Kamandanu/status/1710780565149077973,"['haripra22599288', '@keretacepatid', 'pilih', 'belah', 'kiri', 'gerbong', 'pilih', '4', '7']",1,3,4,4,4,2,0,8,-12.0,negative
Sat Oct 07 22:12:35 +0000 2023,1710780184729887114,"@KeretaCepatID Min, verifikasi login nya ganti dong, jangan geser puzzle! Di hp sulit/tidak bisa",0,0,0,0,in,77990557,1710669401681522823,abuhafsh_muhari,https://twitter.com/abuhafsh_muhari/status/1710780184729887114,"['@keretacepatid', 'min', 'verifikasi', 'login', 'nya', 'ganti', 'geser', 'puzzle', 'hp', 'sulittidak']",2,2,0,5,0,3,2,1,-8.0,negative
Sat Oct 07 22:07:31 +0000 2023,1710778908281553119,@mas_yogi_ @Ghirsy2 @KeretaCepatID coba via aplikasinya ka login nya. download dlu di playstore,0,1,0,0,in,1285816354390466560,1710669401681522823,sahasihurang,https://twitter.com/sahasihurang/status/1710778908281553119,"['mas yogi', 'ghirsy2', '@keretacepatid', 'coba', 'via', 'aplikasi', 'kak', 'login', 'nya', 'download', 'playstore']",1,0,3,2,2,2,4,0,-5.0,negative
Sat Oct 07 21:53:12 +0000 2023,1710775306842427564,@KeretaCepatID Bismillah dapat tiket Vip gratis  dari mimin whoosh @KeretaCepatID ððð¨,0,0,0,0,in,1044528565679665153,1710634042398486541,FemmyWD2,https://twitter.com/FemmyWD2/status/1710775306842427564,"['@keretacepatid', 'bismillah', 'tiket', 'vip', 'gratis', 'admin', 'whoosh', '@keretacepatid', '', '']",1,3,4,4,4,0,8,4,8.0,positive
Sat Oct 07 21:16:10 +0000 2023,1710765985584799912,@justweirdocat @KeretaCepatID harus pake app na,0,1,0,0,in,594488697,1710669401681522823,bsgoww,https://twitter.com/bsgoww/status/1710765985584799912,"['justweirdocat', '@keretacepatid', 'pakai', 'app', 'nya']",1,3,4,4,4,2,0,8,0.0,neutral
Sat Oct 07 21:14:32 +0000 2023,1710765574895317493,@tvOneNews KCIC skala prioritas bukan???,0,0,0,0,in,1417788217789583362,1710080699796217857,RejekiSanti,https://twitter.com/RejekiSanti/status/1710765574895317493,"['tvonenews', 'kcic', 'skala', 'prioritas']",1,3,2,0,1,5,5,6,0.0,neutral
Sat Oct 07 21:11:07 +0000 2023,1710764714907898290,@riptiaji @KeretaCepatID ya di bandung jalan jalan lah,0,0,0,0,in,233197872,1710669401681522823,MVRRFX,https://twitter.com/MVRRFX/status/1710764714907898290,"['riptiaji', '@keretacepatid', 'ya', 'bandung', 'jalan', 'jalan']",1,3,4,4,4,2,0,8,3.0,positive
Sat Oct 07 21:05:40 +0000 2023,1710763345513693497,"@Ghirsy2 @sahasihurang @KeretaCepatID Masih belum bisa d geser ð¤£ð padahal tgl 10 masih bisa dipilih, nanti tiba tiba penuh nih",0,1,0,0,in,559163600,1710669401681522823,mas_yogi_,https://twitter.com/mas_yogi_/status/1710763345513693497,"['ghirsy2', 'sahasihurang', '@keretacepatid', 'geser', '', 'tanggal', '10', 'pilih', 'penuh', 'nih']",1,3,4,4,4,7,0,8,-11.0,negative
Sat Oct 07 20:35:45 +0000 2023,1710755818021535923,"@KeretaCepatID Min, untuk tanggal 10 kok gak ada yabg bisa dipesan? Atau error system ya? Padahal kursinya masih available semua untuk setiap jam keberangkatan.",0,1,0,0,in,1544480312834420737,1710669401681522823,umbipemda,https://twitter.com/umbipemda/status/1710755818021535923,"['@keretacepatid', 'min', 'tanggal', '10', 'yabg', 'pes', 'error', 'system', 'ya', 'kursi', 'available', 'jam', 'berangkat']",2,2,0,5,0,7,1,1,-9.0,negative
Sat Oct 07 19:51:06 +0000 2023,1710744578394124524,Gagal lagi war tiket kcic jakarta bandung.,0,0,0,0,in,577639923,1710744578394124524,horologiumstar,https://twitter.com/horologiumstar/status/1710744578394124524,"['gagal', 'war', 'tiket', 'kcic', 'jakarta', 'bandung']",1,3,2,0,1,0,8,4,-5.0,negative
Sat Oct 07 19:50:23 +0000 2023,1710744400647922077,@whixsperr @KeretaCepatID Kn uda abis smua dr jam 11mlm ð¿,0,0,0,0,in,1704417062473580544,1710669401681522823,HaeNde16,https://twitter.com/HaeNde16/status/1710744400647922077,"['whixsperr', '@keretacepatid', 'habis', 'jam', '11mlm', '']",1,3,4,4,4,2,1,8,-3.0,negative
Sat Oct 07 19:49:05 +0000 2023,1710744072116445375,@Kecyy36 @KeretaCepatID lah sama ya knpa susah bgt,0,0,0,0,in,1607706143853510658,1710669401681522823,lopyuuuh,https://twitter.com/lopyuuuh/status/1710744072116445375,"['kecyy36', '@keretacepatid', 'ya', 'susah', 'banget']",1,3,4,4,4,2,0,8,2.0,positive
Sat Oct 07 19:44:52 +0000 2023,1710743009837687295,@KeretaCepatID min di stasiun tegaluar kcic ada parkir motor ga?,0,0,0,0,in,542275887,1710743009837687295,Dee_funny,https://twitter.com/Dee_funny/status/1710743009837687295,"['@keretacepatid', 'min', 'stasiun', 'tegaluar', 'kcic', 'parkir', 'motor']",2,2,0,5,3,3,2,3,1.0,positive
Sat Oct 07 19:44:30 +0000 2023,1710742920029225110,@KeretaCepatID huftt knp tidak bisa ya  min abz milih kursi https://t.co/cfqkmS2fFh,0,0,0,0,in,2469187994,1710669401681522823,putra2303207,https://twitter.com/putra2303207/status/1710742920029225110,"['@keretacepatid', 'huftt', 'ya', 'min', 'abz', 'pilih', 'kursi']",2,2,0,5,0,3,2,1,2.0,positive
Sat Oct 07 19:39:33 +0000 2023,1710741672819360188,@liputan6dotcom Lebih berat bayar hutang KCIC,0,0,0,0,in,1000964377040764928,1710549416925651155,MNuck2,https://twitter.com/MNuck2/status/1710741672819360188,"['liputan6dotcom', 'berat', 'bayar', 'hutang', 'kcic']",1,3,2,0,1,5,5,6,-8.0,negative
Sat Oct 07 19:35:19 +0000 2023,1710740605679399307,@hamzah_muh01 @KeretaCepatID aq tdi bsa yg 10 tpi stuck abz milih kursi gitu hiks,0,0,0,0,in,2469187994,1710669401681522823,putra2303207,https://twitter.com/putra2303207/status/1710740605679399307,"['hamzah muh01', '@keretacepatid', '10', 'stuck', 'abz', 'pilih', 'kursi', 'hiks']",1,3,4,4,4,2,0,8,-2.0,negative
Sat Oct 07 19:34:17 +0000 2023,1710740346270097478,@tukjel @KeretaCepatID huft aq psen tgl 10 gk bsa dinet abz psen kursi,0,0,0,0,in,2469187994,1710669401681522823,putra2303207,https://twitter.com/putra2303207/status/1710740346270097478,"['tukjel', '@keretacepatid', 'huft', 'psen', 'tanggal', '10', 'net', 'abz', 'psen', 'kursi']",1,3,4,4,4,2,0,8,-4.0,negative
Sat Oct 07 19:30:52 +0000 2023,1710739487691833769,"@KeretaCepatID Min kalo udh order terus refund karna ada kesalahan jadwal, apa bisa order tiket lagi ?",0,0,0,0,in,2862219794,1710669401681522823,iwouv,https://twitter.com/iwouv/status/1710739487691833769,"['@keretacepatid', 'min', 'kalo', 'order', 'refund', 'salah', 'jadwal', 'order', 'tiket']",2,2,0,5,0,0,8,4,-4.0,negative
Sat Oct 07 19:30:34 +0000 2023,1710739413578535074,@ahmadfrhn15 @jgnngeluhmuluya @KeretaCepatID ini keberangkatan tgl brpa ka,0,1,0,0,in,2469187994,1710669401681522823,putra2303207,https://twitter.com/putra2303207/status/1710739413578535074,"['ahmadfrhn15', 'jgnngeluhmuluya', '@keretacepatid', 'berangkat', 'tanggal', 'kak']",1,0,3,2,2,7,4,0,-8.0,negative
Sat Oct 07 19:26:09 +0000 2023,1710738299588050967,@Kecyy36 @Byunraaa04 @KeretaCepatID ini aq pesen tgl 10 mlh gini https://t.co/BWyQTBiNKR,0,0,0,0,in,2469187994,1710669401681522823,putra2303207,https://twitter.com/putra2303207/status/1710738299588050967,"['kecyy36', 'byunraaa04', '@keretacepatid', 'pesan', 'tanggal', '10']",1,3,4,4,4,7,0,8,-7.0,negative
Sat Oct 07 19:25:23 +0000 2023,1710738108852089082,@KeretaCepatID @Citilink yaah bete lagi soalnya di footage ini topinya udah ga ada lagi ketinggalan di Whoosh ð¥ºð¥º,0,0,0,0,in,52689894,1710724277178433560,oshinindy,https://twitter.com/oshinindy/status/1710738108852089082,"['@keretacepatid', 'citilink', 'ya', 'bete', 'footage', 'topi', 'tinggal', 'whoosh', '']",1,3,4,4,4,2,0,8,-4.0,negative
Sat Oct 07 19:24:40 +0000 2023,1710737928270581859,@KeretaCepatID @Citilink Okedeh jangan bete dulu nih nemu footage dr hape satunya. KA feeder bentuknya kek kereta bandara gitu deh. Cuma tunjukkan tiket Whoosh aja trus caranya masukin tiket lagi utk dpt tiket baru. Pilih duduknya bebass... https://t.co/UIvsoL8ys8,0,1,0,0,in,52689894,1710724277178433560,oshinindy,https://twitter.com/oshinindy/status/1710737928270581859,"['@keretacepatid', 'citilink', 'okedeh', 'bete', 'nih', 'nemu', 'footage', 'hape', 'kak', 'feeder', 'bentuk', 'kayak', 'kereta', 'bandara', 'deh', 'tiket', 'whoosh', 'pasuk', 'tiket', 'tiket', 'pilih', 'duduk', 'bebass']",1,0,4,4,4,0,8,4,-15.0,negative
